,Date,Action,Ticker,Quantity,Price,Cash
0,2017-01-31,BUY,GLD,1423,113.97000122070312,837820.6882629395
1,2017-01-31,BUY,SPY,2024,199.3121795654297,434412.83682250977
2,2017-01-31,BUY,TLT,4458,97.37835693359375,300.1216125488281
3,2017-02-28,SELL,SPY,1323,207.68582153320312,275068.46350097656
4,2017-02-28,BUY,GLD,127,119.12000274658203,259940.22315216064
5,2017-02-28,BUY,TLT,2619,99.2415542602539,26.592544555664062
6,2017-03-31,SELL,TLT,204,98.6702651977539,20155.32664489746
7,2017-03-31,BUY,GLD,57,118.47000122070312,13402.536575317383
8,2017-03-31,BUY,SPY,64,207.8680419921875,98.98188781738281
9,2017-04-28,SELL,TLT,890,100.29219818115234,89359.03826904297
10,2017-04-28,BUY,GLD,256,120.38999938964844,58539.19842529297
11,2017-04-28,BUY,SPY,278,209.90013122558594,186.96194458007812
12,2017-05-31,SELL,SPY,81,212.45135498046875,17395.521697998047
13,2017-05-31,SELL,TLT,435,102.1563720703125,61833.543548583984
14,2017-05-31,BUY,GLD,514,120.13999938964844,81.5838623046875
15,2017-06-30,SELL,SPY,9,213.3547821044922,2001.7769012451172
16,2017-06-30,SELL,TLT,1130,103.46180725097656,118913.61909484863
17,2017-06-30,BUY,GLD,1005,118.31999969482422,2.0194015502929688
18,2017-07-31,SELL,SPY,116,218.2698516845703,25321.32219696045
19,2017-07-31,SELL,TLT,74,102.4189682006836,32900.325843811035
20,2017-07-31,BUY,GLD,272,120.69000244140625,72.64517974853516
21,2017-08-31,SELL,GLD,36,124.36000061035156,4549.605201721191
22,2017-08-31,SELL,TLT,94,105.72355651855469,14487.619514465332
23,2017-08-31,BUY,SPY,66,217.47422790527344,134.32047271728516
24,2017-09-29,SELL,GLD,268,122.20999908447266,32886.60022735596
25,2017-09-29,BUY,SPY,13,222.40911865234375,29995.28168487549
26,2017-09-29,BUY,TLT,288,103.34272766113281,232.57611846923828
27,2017-10-31,SELL,SPY,144,228.09483337402344,33078.23212432861
28,2017-10-31,BUY,GLD,127,121.12999725341797,17694.72247314453
29,2017-10-31,BUY,TLT,170,103.50202941894531,99.37747192382812
30,2017-11-30,SELL,SPY,92,233.38966369628906,21571.226531982422
31,2017-11-30,SELL,TLT,25,104.65484619140625,24187.597686767578
32,2017-11-30,BUY,GLD,198,122.04000091552734,23.677505493164062
33,2017-12-29,SELL,SPY,96,239.190185546875,22985.935317993164
34,2017-12-29,SELL,TLT,145,106.02790832519531,38359.982025146484
35,2017-12-29,BUY,GLD,312,122.8499984741211,30.782501220703125
36,2018-01-31,SELL,GLD,249,126.80000305175781,31603.9832611084
37,2018-01-31,SELL,SPY,132,251.59307861328125,64814.26963806152
38,2018-01-31,BUY,TLT,634,102.13542938232422,60.40740966796875
39,2018-02-28,SELL,GLD,469,125.12999725341797,58746.376121520996
40,2018-02-28,SELL,SPY,37,245.0478515625,67813.1466293335
41,2018-02-28,BUY,TLT,685,98.98423767089844,8.943824768066406
42,2018-03-30,SELL,GLD,377,125.79000091552734,47431.774169921875
43,2018-03-30,SELL,SPY,52,235.91664123535156,59699.439514160156
44,2018-03-30,BUY,TLT,582,102.46199798583984,66.55668640136719
45,2018-04-30,SELL,GLD,362,125.5,45497.55668640137
46,2018-04-30,BUY,SPY,9,238.97369384765625,43346.79344177246
47,2018-04-30,BUY,TLT,430,100.14554595947266,284.20867919921875
48,2018-05-31,SELL,TLT,6869,102.50218963623047,704371.7492904663
49,2018-05-31,BUY,GLD,4554,123.37000274658203,142544.75678253174
50,2018-05-31,BUY,SPY,583,244.3975067138672,61.01036834716797
51,2018-06-29,SELL,SPY,40,243.9461212158203,9818.85521697998
52,2018-06-29,BUY,GLD,83,118.22000122070312,6.595115661621094
53,2018-07-31,SELL,GLD,24,115.6500015258789,2782.195152282715
54,2018-07-31,BUY,SPY,11,252.10504150390625,9.039695739746094
55,2018-08-31,SELL,SPY,926,261.4255065917969,242089.05879974365
56,2018-08-31,BUY,GLD,2130,113.63999938964844,35.86009979248047
57,2018-10-31,SELL,GLD,6276,115.80000305175781,726796.6792526245
58,2018-10-31,BUY,SPY,878,242.22802734375,514120.471244812
59,2018-10-31,BUY,TLT,5274,97.46793365478516,74.58914947509766
60,2018-11-30,SELL,TLT,523,98.33780670166016,51505.26205444336
61,2018-11-30,BUY,GLD,163,115.73999786376953,32639.642402648926
62,2018-11-30,BUY,SPY,131,247.84564208984375,171.86328887939453
63,2018-12-22,SELL,SPY,1009,219.01170349121094,221154.67211151123
64,2018-12-31,SELL,GLD,358,121.05999755859375,264494.1512374878
65,2018-12-31,BUY,SPY,926,225.42640686035156,55749.298484802246
66,2018-12-31,BUY,TLT,533,104.08805084228516,270.3673858642578
