,Date,Action,Ticker,Quantity,Price,Cash
0,2017-01-31,BUY,GLD,1423,113.97000122070312,837820.6882629395
1,2017-01-31,BUY,SPY,2024,199.31222534179688,434412.7441711426
2,2017-01-31,BUY,TLT,4458,97.3782958984375,300.3010559082031
3,2017-02-28,SELL,SPY,1323,207.68585205078125,275068.6833190918
4,2017-02-28,BUY,GLD,127,119.12000274658203,259940.44297027588
5,2017-02-28,BUY,TLT,2619,99.24154663085938,26.83234405517578
6,2017-03-31,SELL,TLT,204,98.6702651977539,20155.566444396973
7,2017-03-31,BUY,GLD,57,118.47000122070312,13402.776374816895
8,2017-03-31,BUY,SPY,64,207.8679962158203,99.22461700439453
9,2017-04-28,SELL,TLT,890,100.29220581054688,89359.28778839111
10,2017-04-28,BUY,GLD,256,120.38999938964844,58539.44794464111
11,2017-04-28,BUY,SPY,278,209.90016174316406,187.2029800415039
12,2017-05-31,SELL,SPY,81,212.4513397216797,17395.76149749756
13,2017-05-31,SELL,TLT,435,102.15640258789062,61833.79662322998
14,2017-05-31,BUY,GLD,514,120.13999938964844,81.8369369506836
15,2017-06-30,SELL,SPY,9,213.35472106933594,2002.029426574707
16,2017-06-30,SELL,TLT,1130,103.46182250976562,118913.88886260986
17,2017-06-30,BUY,GLD,1005,118.31999969482422,2.2891693115234375
18,2017-07-31,SELL,SPY,116,218.26986694335938,25321.59373474121
19,2017-07-31,SELL,TLT,74,102.41899108886719,32900.59907531738
20,2017-07-31,BUY,GLD,272,120.69000244140625,72.91841125488281
21,2017-08-31,SELL,GLD,36,124.36000061035156,4549.878433227539
22,2017-08-31,SELL,TLT,94,105.72357177734375,14487.894180297852
23,2017-08-31,BUY,SPY,66,217.4742431640625,134.59413146972656
24,2017-09-29,SELL,GLD,268,122.20999908447266,32886.8738861084
25,2017-09-29,BUY,SPY,13,222.4091339111328,29995.555145263672
26,2017-09-29,BUY,TLT,288,103.34278106689453,232.83419799804688
27,2017-10-31,SELL,SPY,144,228.0948944091797,33078.49899291992
28,2017-10-31,BUY,GLD,127,121.12999725341797,17694.98934173584
29,2017-10-31,BUY,TLT,170,103.50202941894531,99.64434051513672
30,2017-11-30,SELL,SPY,92,233.38961791992188,21571.48918914795
31,2017-11-30,SELL,TLT,25,104.65484619140625,24187.860343933105
32,2017-11-30,BUY,GLD,198,122.04000091552734,23.940162658691406
33,2017-12-29,SELL,SPY,96,239.19017028808594,22986.19651031494
34,2017-12-29,SELL,TLT,145,106.02798461914062,38360.25428009033
35,2017-12-29,BUY,GLD,312,122.8499984741211,31.05475616455078
36,2018-01-31,SELL,GLD,249,126.80000305175781,31604.255516052246
37,2018-01-31,SELL,SPY,132,251.59307861328125,64814.54189300537
38,2018-01-31,BUY,TLT,634,102.13541412353516,60.68933868408203
39,2018-02-28,SELL,GLD,469,125.12999725341797,58746.65805053711
40,2018-02-28,SELL,SPY,37,245.0477752685547,67813.42573547363
41,2018-02-28,BUY,TLT,685,98.98426055908203,9.207252502441406
42,2018-03-30,SELL,GLD,377,125.79000091552734,47432.03759765625
43,2018-03-30,SELL,SPY,52,235.91659545898438,59699.70056152344
44,2018-03-30,BUY,TLT,582,102.46199035644531,66.82217407226562
45,2018-04-30,SELL,GLD,362,125.5,45497.822174072266
46,2018-04-30,BUY,SPY,9,238.9737091064453,43347.05879211426
47,2018-04-30,BUY,TLT,430,100.14557647705078,284.4609069824219
48,2018-05-31,SELL,TLT,6868,102.5021743774414,704269.39453125
49,2018-05-31,BUY,GLD,4554,123.37000274658203,142442.40202331543
50,2018-05-31,BUY,SPY,582,244.3976287841797,202.98207092285156
51,2018-06-29,SELL,SPY,39,243.94613647460938,9716.881393432617
52,2018-06-29,SELL,TLT,1,103.34957122802734,9820.230964660645
53,2018-06-29,BUY,GLD,83,118.22000122070312,7.970863342285156
54,2018-07-31,SELL,GLD,24,115.6500015258789,2783.570899963379
55,2018-07-31,BUY,SPY,11,252.10496520996094,10.416282653808594
56,2018-08-31,SELL,SPY,926,261.4255065917969,242090.43538665771
57,2018-08-31,BUY,GLD,2130,113.63999938964844,37.23668670654297
58,2018-10-31,SELL,GLD,6276,115.80000305175781,726798.0558395386
59,2018-10-31,BUY,SPY,878,242.22801208496094,514121.8612289429
60,2018-10-31,BUY,TLT,5274,97.46797943115234,75.73770904541016
61,2018-11-30,SELL,TLT,523,98.33785247802734,51506.43455505371
62,2018-11-30,BUY,GLD,163,115.73999786376953,32640.814903259277
63,2018-11-30,BUY,SPY,131,247.8456573486328,173.0337905883789
64,2018-12-22,SELL,SPY,1009,219.01168823242188,221155.82721710205
65,2018-12-31,SELL,GLD,358,121.05999755859375,264495.3063430786
66,2018-12-31,BUY,SPY,926,225.4264373779297,55750.42533111572
67,2018-12-31,BUY,TLT,533,104.08808135986328,271.47796630859375
68,2019-01-31,SELL,SPY,72,243.4696502685547,17801.29278564453
69,2019-01-31,BUY,GLD,141,124.69000244140625,220.00244140625
70,2019-01-31,BUY,TLT,2,103.98491668701172,12.032608032226562
71,2019-02-28,SELL,TLT,156,103.78892517089844,16203.104934692383
72,2019-02-28,BUY,GLD,94,124.69000244140625,4482.244705200195
73,2019-02-28,BUY,SPY,17,254.04261779785156,163.52020263671875
74,2019-03-29,SELL,TLT,513,109.30229187011719,56235.595932006836
75,2019-03-29,BUY,GLD,408,121.9000015258789,6500.395309448242
76,2019-03-29,BUY,SPY,25,256.5416259765625,86.85466003417969
77,2019-04-30,SELL,SPY,106,268.5685729980469,28555.12339782715
78,2019-04-30,SELL,TLT,142,106.47917175292969,43675.165786743164
79,2019-04-30,BUY,GLD,361,120.83000183105469,55.535125732421875
80,2019-05-31,SELL,TLT,534,112.93029022216797,60360.31010437012
81,2019-05-31,BUY,GLD,367,121.69000244140625,15700.079208374023
82,2019-05-31,BUY,SPY,61,255.00631713867188,144.69386291503906
83,2019-06-28,SELL,GLD,214,132.83999633789062,28572.453079223633
84,2019-06-28,SELL,TLT,29,115.50871276855469,31922.20574951172
85,2019-06-28,BUY,SPY,119,267.6983337402344,66.10403442382812
86,2019-07-31,SELL,GLD,337,134.97999572753906,45554.36259460449
87,2019-07-31,SELL,SPY,7,276.16552734375,47487.52128601074
88,2019-07-31,BUY,TLT,413,114.80350494384766,73.67374420166016
89,2019-08-30,SELL,GLD,196,144.1199951171875,28321.19278717041
90,2019-08-30,SELL,TLT,514,128.47845458984375,94359.1184463501
91,2019-08-30,BUY,SPY,351,268.6901550292969,48.87403106689453
92,2019-09-30,SELL,SPY,44,272.5326843261719,12040.312141418457
93,2019-09-30,BUY,GLD,20,141.05999755859375,9219.112190246582
94,2019-09-30,BUY,TLT,73,124.7634048461914,111.38363647460938
95,2019-10-31,SELL,GLD,22,141.02000427246094,3213.82373046875
