,Date,Action,Ticker,Quantity,Price,Cash
0,2017-01-31,BUY,GLD,1423,113.97000122070312,837820.6882629395
1,2017-01-31,BUY,SPY,2024,199.31219482421875,434412.8059387207
2,2017-01-31,BUY,TLT,4458,97.3782958984375,300.3628234863281
3,2017-02-28,SELL,SPY,1323,207.68585205078125,275068.7450866699
4,2017-02-28,BUY,GLD,127,119.12000274658203,259940.504737854
5,2017-02-28,BUY,TLT,2619,99.24161529541016,26.714279174804688
6,2017-03-31,SELL,TLT,204,98.6702880859375,20155.453048706055
7,2017-03-31,BUY,GLD,57,118.47000122070312,13402.662979125977
8,2017-03-31,BUY,SPY,64,207.86801147460938,99.11024475097656
9,2017-04-28,SELL,TLT,890,100.29219055175781,89359.15983581543
10,2017-04-28,BUY,GLD,256,120.38999938964844,58539.31999206543
11,2017-04-28,BUY,SPY,278,209.90016174316406,187.0750274658203
12,2017-05-31,SELL,SPY,81,212.45132446289062,17395.63230895996
13,2017-05-31,SELL,TLT,435,102.1563949584961,61833.66411590576
14,2017-05-31,BUY,GLD,514,120.13999938964844,81.70442962646484
15,2017-06-30,SELL,SPY,9,213.35475158691406,2001.8971939086914
16,2017-06-30,SELL,TLT,1130,103.4618148803711,118913.74800872803
17,2017-06-30,BUY,GLD,1005,118.31999969482422,2.1483154296875
18,2017-07-31,SELL,SPY,116,218.26986694335938,25321.452880859375
19,2017-07-31,SELL,TLT,74,102.41899108886719,32900.45822143555
20,2017-07-31,BUY,GLD,272,120.69000244140625,72.77755737304688
21,2017-08-31,SELL,GLD,36,124.36000061035156,4549.737579345703
22,2017-08-31,SELL,TLT,94,105.72357940673828,14487.754043579102
23,2017-08-31,BUY,SPY,66,217.4742431640625,134.45399475097656
24,2017-09-29,SELL,GLD,268,122.20999908447266,32886.73374938965
25,2017-09-29,BUY,SPY,13,222.40911865234375,29995.41520690918
26,2017-09-29,BUY,TLT,288,103.34274291992188,232.7052459716797
27,2017-10-31,SELL,SPY,144,228.0948486328125,33078.36344909668
28,2017-10-31,BUY,GLD,127,121.12999725341797,17694.853797912598
29,2017-10-31,BUY,TLT,170,103.50200653076172,99.51268768310547
30,2017-11-30,SELL,SPY,92,233.3896026611328,21571.356132507324
31,2017-11-30,SELL,TLT,25,104.65482330322266,24187.72671508789
32,2017-11-30,BUY,GLD,198,122.04000091552734,23.806533813476562
33,2017-12-29,SELL,SPY,96,239.19012451171875,22986.058486938477
34,2017-12-29,SELL,TLT,145,106.02791595458984,38360.106300354004
35,2017-12-29,BUY,GLD,312,122.8499984741211,30.906776428222656
36,2018-01-31,SELL,GLD,249,126.80000305175781,31604.107536315918
37,2018-01-31,SELL,SPY,132,251.59300231933594,64814.38384246826
38,2018-01-31,BUY,TLT,634,102.13542175292969,60.526451110839844
39,2018-02-28,SELL,GLD,469,125.12999725341797,58746.49516296387
40,2018-02-28,SELL,SPY,37,245.0478057861328,67813.26397705078
41,2018-02-28,BUY,TLT,685,98.9842758178711,9.035041809082031
42,2018-03-30,SELL,GLD,377,125.79000091552734,47431.86538696289
43,2018-03-30,SELL,SPY,52,235.91665649414062,59699.5315246582
44,2018-03-30,BUY,TLT,582,102.46199035644531,66.65313720703125
45,2018-04-30,SELL,GLD,362,125.5,45497.65313720703
46,2018-04-30,BUY,SPY,9,238.9736785888672,43346.89002990723
47,2018-04-30,BUY,TLT,430,100.14559173583984,284.28558349609375
48,2018-05-31,SELL,TLT,6869,102.50218200683594,704371.7737884521
49,2018-05-31,BUY,GLD,4554,123.37000274658203,142544.78128051758
50,2018-05-31,BUY,SPY,583,244.39756774902344,60.99928283691406
51,2018-06-29,SELL,SPY,40,243.94610595703125,9818.843521118164
52,2018-06-29,BUY,GLD,83,118.22000122070312,6.5834197998046875
53,2018-07-31,SELL,GLD,24,115.6500015258789,2782.1834564208984
54,2018-07-31,BUY,SPY,11,252.10491943359375,9.029342651367188
55,2018-08-31,SELL,SPY,926,261.4254455566406,242088.9919281006
56,2018-08-31,BUY,GLD,2130,113.63999938964844,35.79322814941406
57,2018-10-31,SELL,GLD,6276,115.80000305175781,726796.6123809814
58,2018-10-31,BUY,SPY,878,242.22801208496094,514120.41777038574
59,2018-10-31,BUY,TLT,5274,97.46795654296875,74.41496276855469
60,2018-11-30,SELL,TLT,523,98.33786010742188,51505.115798950195
61,2018-11-30,BUY,GLD,163,115.73999786376953,32639.49614715576
62,2018-11-30,BUY,SPY,131,247.84567260742188,171.7130355834961
63,2018-12-22,SELL,SPY,1009,219.0116729736328,221154.491065979
64,2018-12-31,SELL,GLD,358,121.05999755859375,264493.97019195557
65,2018-12-31,BUY,SPY,926,225.42645263671875,55749.075050354004
66,2018-12-31,BUY,TLT,533,104.08805084228516,270.1439514160156
67,2019-01-31,SELL,SPY,72,243.46963500976562,17799.95767211914
68,2019-01-31,BUY,GLD,141,124.69000244140625,218.66732788085938
69,2019-01-31,BUY,TLT,2,103.98490142822266,10.697525024414062
70,2019-02-28,SELL,TLT,156,103.7889404296875,16201.772232055664
71,2019-02-28,BUY,GLD,94,124.69000244140625,4480.912002563477
72,2019-02-28,BUY,SPY,17,254.0426788330078,162.18646240234375
73,2019-03-29,SELL,TLT,513,109.30229949951172,56234.266105651855
74,2019-03-29,BUY,GLD,408,121.9000015258789,6499.065483093262
75,2019-03-29,BUY,SPY,25,256.54156494140625,85.52635955810547
76,2019-04-30,SELL,SPY,106,268.568603515625,28553.798332214355
77,2019-04-30,SELL,TLT,142,106.47917175292969,43673.84072113037
78,2019-04-30,BUY,GLD,361,120.83000183105469,54.210060119628906
79,2019-05-31,SELL,TLT,534,112.93025207519531,60358.964668273926
80,2019-05-31,BUY,GLD,367,121.69000244140625,15698.733772277832
81,2019-05-31,BUY,SPY,61,255.00624084472656,143.35308074951172
82,2019-06-28,SELL,GLD,214,132.83999633789062,28571.112297058105
83,2019-06-28,SELL,TLT,29,115.5086898803711,31920.864303588867
84,2019-06-28,BUY,SPY,119,267.69830322265625,64.76622009277344
85,2019-07-31,SELL,GLD,337,134.97999572753906,45553.02478027344
86,2019-07-31,SELL,SPY,7,276.16552734375,47486.18347167969
87,2019-07-31,BUY,TLT,413,114.80352783203125,72.32647705078125
88,2019-08-30,SELL,GLD,196,144.1199951171875,28319.84552001953
89,2019-08-30,SELL,TLT,514,128.4784698486328,94357.7790222168
90,2019-08-30,BUY,SPY,351,268.6900939941406,47.5560302734375
91,2019-09-30,SELL,SPY,44,272.5326232910156,12038.991455078125
92,2019-09-30,BUY,GLD,20,141.05999755859375,9217.79150390625
93,2019-09-30,BUY,TLT,73,124.76338958740234,110.0640640258789
94,2019-10-31,SELL,GLD,22,141.02000427246094,3212.5041580200195
95,2019-10-31,SELL,SPY,58,280.5960388183594,19487.074409484863
96,2019-10-31,BUY,TLT,159,122.03075408935547,84.18450927734375
97,2019-11-29,SELL,SPY,156,291.0581970214844,45489.263244628906
98,2019-11-29,BUY,GLD,187,137.00999450683594,19868.394271850586
99,2019-11-29,BUY,TLT,160,123.43672943115234,118.51756286621094
100,2019-12-31,SELL,GLD,151,142.6300048828125,21655.6483001709
101,2019-12-31,BUY,SPY,17,297.68109130859375,16595.069747924805
102,2019-12-31,BUY,TLT,137,120.41437530517578,98.30033111572266
103,2020-01-31,SELL,GLD,231,148.47000122070312,34394.870613098145
104,2020-01-31,SELL,SPY,11,303.80010986328125,37736.67182159424
105,2020-01-31,BUY,TLT,296,127.243896484375,72.47846221923828
106,2020-02-28,SELL,GLD,200,154.0,30872.47846221924
107,2020-02-28,BUY,SPY,76,275.8288269042969,9909.487617492676
108,2020-02-28,BUY,TLT,73,133.89064025878906,135.47087860107422
109,2020-03-13,SELL,SPY,1138,230.02886962890625,261908.3245162964
110,2020-03-31,SELL,GLD,39,152.9199981689453,267872.20444488525
111,2020-03-31,SELL,TLT,519,146.83688354492188,344080.5470046997
112,2020-03-31,BUY,SPY,1410,244.008544921875,28.49866485595703
113,2020-04-30,SELL,GLD,11,161.72999572753906,1807.5286178588867
114,2020-04-30,SELL,TLT,128,149.16195678710938,20900.259086608887
115,2020-04-30,BUY,SPY,76,273.4406433105469,118.77019500732422
116,2020-05-29,SELL,TLT,92,143.7959442138672,13347.997062683105
117,2020-05-29,BUY,GLD,16,161.72000122070312,10760.477043151855
118,2020-05-29,BUY,SPY,37,282.5425720214844,306.4018783569336
119,2020-06-30,SELL,GLD,39,166.6300048828125,6804.972068786621
120,2020-06-30,BUY,SPY,4,285.1815490722656,5664.245872497559
121,2020-06-30,BUY,TLT,37,146.01956176757812,261.52208709716797
122,2020-07-31,SELL,GLD,295,183.75999450683594,54470.72046661377
123,2020-07-31,SELL,SPY,20,303.4469299316406,60539.65906524658
124,2020-07-31,BUY,TLT,398,151.852783203125,102.25135040283203
125,2020-08-31,SELL,GLD,285,184.38999938964844,52653.40117645264
126,2020-08-31,SELL,SPY,146,328.38128662109375,100597.06902313232
127,2020-08-31,BUY,TLT,702,143.14610290527344,108.5047836303711
128,2020-09-30,SELL,GLD,35,178.19000244140625,6345.15486907959
129,2020-09-30,SELL,SPY,21,312.5706481933594,12909.138481140137
130,2020-09-30,BUY,TLT,88,146.61654663085938,6.882377624511719
131,2020-10-30,SELL,GLD,101,175.39999389648438,17722.281761169434
132,2020-10-30,SELL,SPY,129,310.32293701171875,57753.94063568115
133,2020-10-30,BUY,TLT,407,141.69342041015625,84.7185287475586
134,2020-11-30,SELL,SPY,278,342.0060729980469,95162.40682220459
135,2020-11-30,BUY,GLD,113,167.7899932861328,76202.13758087158
136,2020-11-30,BUY,TLT,533,142.80816650390625,85.38483428955078
137,2020-12-31,SELL,GLD,198,177.6999969482422,35269.984230041504
138,2020-12-31,SELL,SPY,243,351.3215637207031,120641.12421417236
139,2020-12-31,BUY,TLT,857,140.67344665527344,83.98043060302734
