,Date,Action,Ticker,Quantity,Price,Cash
0,2017-01-31,BUY,GLD,1423,113.97000122070312,837820.6882629395
1,2017-01-31,BUY,SPY,2024,199.31219482421875,434412.8059387207
2,2017-01-31,BUY,TLT,4458,97.37830352783203,300.3288116455078
3,2017-02-28,SELL,SPY,1323,207.68585205078125,275068.7110748291
4,2017-02-28,BUY,GLD,127,119.12000274658203,259940.47072601318
5,2017-02-28,BUY,TLT,2619,99.24156951904297,26.800155639648438
6,2017-03-31,SELL,TLT,204,98.67030334472656,20155.542037963867
7,2017-03-31,BUY,GLD,57,118.47000122070312,13402.751968383789
8,2017-03-31,BUY,SPY,64,207.8679962158203,99.20021057128906
9,2017-04-28,SELL,TLT,890,100.29216003417969,89359.22264099121
10,2017-04-28,BUY,GLD,256,120.38999938964844,58539.38279724121
11,2017-04-28,BUY,SPY,278,209.90016174316406,187.13783264160156
12,2017-05-31,SELL,SPY,81,212.45130920410156,17395.693878173828
13,2017-05-31,SELL,TLT,435,102.1563491821289,61833.7057723999
14,2017-05-31,BUY,GLD,514,120.13999938964844,81.74608612060547
15,2017-06-30,SELL,SPY,9,213.354736328125,2001.9387130737305
16,2017-06-30,SELL,TLT,1130,103.4618148803711,118913.78952789307
17,2017-06-30,BUY,GLD,1005,118.31999969482422,2.1898345947265625
18,2017-07-31,SELL,SPY,116,218.2698211669922,25321.48908996582
19,2017-07-31,SELL,TLT,74,102.41898345947266,32900.4938659668
20,2017-07-31,BUY,GLD,272,120.69000244140625,72.81320190429688
21,2017-08-31,SELL,GLD,36,124.36000061035156,4549.773223876953
22,2017-08-31,SELL,TLT,94,105.72359466552734,14487.791122436523
23,2017-08-31,BUY,SPY,66,217.4742431640625,134.49107360839844
24,2017-09-29,SELL,GLD,268,122.20999908447266,32886.77082824707
25,2017-09-29,BUY,SPY,13,222.40916442871094,29995.451690673828
26,2017-09-29,BUY,TLT,288,103.34276580810547,232.73513793945312
27,2017-10-31,SELL,SPY,144,228.09486389160156,33078.39553833008
28,2017-10-31,BUY,GLD,127,121.12999725341797,17694.885887145996
29,2017-10-31,BUY,TLT,170,103.50202178955078,99.54218292236328
30,2017-11-30,SELL,SPY,92,233.38958740234375,21571.38422393799
31,2017-11-30,SELL,TLT,25,104.6548843383789,24187.75633239746
32,2017-11-30,BUY,GLD,198,122.04000091552734,23.836151123046875
33,2017-12-29,SELL,SPY,96,239.1901397705078,22986.089569091797
34,2017-12-29,SELL,TLT,145,106.0279541015625,38360.14291381836
35,2017-12-29,BUY,GLD,312,122.8499984741211,30.943389892578125
36,2018-01-31,SELL,GLD,249,126.80000305175781,31604.144149780273
37,2018-01-31,SELL,SPY,132,251.59300231933594,64814.42045593262
38,2018-01-31,BUY,TLT,634,102.13538360595703,60.587249755859375
39,2018-02-28,SELL,GLD,469,125.12999725341797,58746.55596160889
40,2018-02-28,SELL,SPY,37,245.04783630371094,67813.32590484619
41,2018-02-28,BUY,TLT,685,98.98429107666016,9.086517333984375
42,2018-03-30,SELL,GLD,377,125.79000091552734,47431.91686248779
43,2018-03-30,SELL,SPY,52,235.91664123535156,59699.582206726074
44,2018-03-30,BUY,TLT,582,102.46198272705078,66.70825958251953
45,2018-04-30,SELL,GLD,362,125.5,45497.70825958252
46,2018-04-30,BUY,SPY,9,238.9737091064453,43346.94487762451
47,2018-04-30,BUY,TLT,430,100.14555358886719,284.3568344116211
48,2018-05-31,SELL,TLT,6868,102.50215911865234,704269.1856613159
49,2018-05-31,BUY,GLD,4554,123.37000274658203,142442.19315338135
50,2018-05-31,BUY,SPY,582,244.39756774902344,202.80872344970703
51,2018-06-29,SELL,SPY,39,243.94613647460938,9716.708045959473
52,2018-06-29,SELL,TLT,1,103.34955596923828,9820.057601928711
53,2018-06-29,BUY,GLD,83,118.22000122070312,7.7975006103515625
54,2018-07-31,SELL,GLD,24,115.6500015258789,2783.3975372314453
55,2018-07-31,BUY,SPY,11,252.10499572753906,10.242584228515625
56,2018-08-31,SELL,SPY,925,261.4255065917969,241828.83618164062
57,2018-08-31,BUY,GLD,2128,113.63999938964844,2.91748046875
58,2018-09-28,BUY,GLD,0,112.05000305175781,2.91748046875
59,2018-10-31,SELL,GLD,6274,115.80000305175781,726532.1366271973
60,2018-10-31,BUY,SPY,877,242.2279510498047,514098.22355651855
61,2018-10-31,BUY,TLT,5274,97.46794128417969,52.30122375488281
62,2018-11-30,SELL,TLT,524,98.33780670166016,51581.311935424805
63,2018-11-30,BUY,GLD,163,115.73999786376953,32715.69228363037
64,2018-11-30,BUY,SPY,131,247.845703125,247.9051742553711
65,2018-12-22,SELL,SPY,1009,219.01170349121094,221230.7139968872
66,2018-12-31,SELL,GLD,358,121.05999755859375,264570.19312286377
67,2018-12-31,BUY,SPY,926,225.42645263671875,55825.29798126221
68,2018-12-31,BUY,TLT,534,104.08806610107422,242.27068328857422
